Gender,Height,Weight
1,187.57142322448811,109.72098511014079
1,174.70603627656138,73.62273185188151
1,188.23966769513365,96.49755015358394
1,182.19668514447775,99.80950418971331
1,177.49976148723286,93.5986187645829
1,170.8226598470285,69.0422161541668
1,174.71410637922045,83.42821884767963
1,173.60522939943328,76.19035194915736
1,170.22813214372283,79.8001867279709
1,161.17949470505067,70.9416420117829
1,180.83627099875525,84.6425013947739
1,181.96764500282032,96.95128455104091
1,164.50647599885,75.80767932324014
1,175.9789980456698,85.93127230757327
1,175.87907986372045,84.56504714108983
1,171.81987403906984,78.10261397892141
1,183.942524230009,88.916962243456
1,162.49478733149493,78.41855901894094
1,176.88575214537084,84.36083528351118
1,172.55745232918412,82.74726812561521
1,172.50422749230435,78.97759250388721
1,176.37617726482034,89.68939099306408
1,168.01879518063035,67.6639361526894
1,191.02317298012184,103.76451359280797
1,172.4487187000549,73.4849212251682
1,173.08584330743003,87.24568902450659
1,175.48766382947102,83.6583196302577
1,184.91414253191076,93.81561209555721
1,171.24995539556042,79.47563348891016
1,173.98089500648203,70.00858627570177
1,174.29000079752274,85.0516040007288
1,188.04587135903623,96.57437492585372
1,181.6816687303501,88.46506527292169
1,175.71760919290577,93.06964917147516
1,176.7260940081211,92.60721400658434
1,178.81835937672955,87.49949120974019
1,175.45347476554045,89.57908693693159
1,170.6715491381159,83.37518697059
1,167.15058176352375,74.32187695034392
1,163.3326372445611,73.98449171400647
1,172.65481401707962,78.07932989895657
1,183.36114193640202,88.01744329852038
1,165.7866776310601,76.48366073629721
1,167.86905053573216,73.11605147836696
1,171.47621664991306,74.68858448473546
1,178.06615708809903,85.69364533099268
1,173.35966455980267,84.84916997708282
1,183.31868115412516,94.83287106691118
1,175.7168383519486,87.09616642820218
1,185.0907147739769,95.86326581741415
1,164.54776076408726,75.12010874325914
1,178.26621671420858,91.20461347461925
1,173.96828364246608,78.66372102153544
1,171.02031043778115,82.28507206266674
1,170.15699796960894,76.9916661750951
1,168.90885674663477,74.07589556504165
1,173.61676388185296,86.0510335482185
1,179.7671260388094,87.14629375744303
1,180.88844612045608,89.90123773149449
1,177.8339479866312,95.03954411412165
1,181.3640828407276,90.15585187217076
1,176.66209294087304,89.84728729346384
1,187.49907777673553,88.58225936436264
1,170.172082190715,74.81696269301659
1,181.40290336845038,81.5848271898864
1,165.80942253087093,70.42034882345507
1,173.41644634454013,83.69651971522318
1,184.8240396637097,100.09779418432065
1,172.97242469288085,83.14915394611253
1,174.99763342330976,89.10874364478228
1,175.99535530679523,83.73109116013742
1,179.12899028957952,94.13523528930341
1,176.94586207535545,80.37692367463504
1,171.6919827721059,73.98448493815755
1,184.17062576546343,98.0748594332957
1,180.98258343367382,92.83009475385514
1,182.39533469899166,91.13596374059317
1,183.5027203172998,100.19927560392696
1,168.94207425877414,89.108085051696
1,167.71374637223823,76.4941223072169
1,171.6459710145469,82.29642715878188
1,173.34628424812547,90.10998495147659
1,187.51836258668223,107.91712805365381
1,177.29825947564564,78.49012935038081
1,167.53732757364295,72.884939116516
1,180.54070464239254,85.54877526710153
1,169.15433920450758,94.50394004877316
1,175.13689913577448,87.74062224900251
1,173.34093295245825,78.9747642258749
1,183.68473581202682,89.52481313478437
1,182.41116794180826,91.45352147144179
1,165.70210577785005,82.10558296604319
1,179.42694643045218,82.60930266003234
1,164.4190910170277,80.5349254947337
1,170.44302000331504,74.83115000092519
1,165.39841161563606,75.16795635253501
1,182.12113441846498,87.58596782982502
1,169.7555106430556,81.95676565888498
1,168.83703916425623,78.36877853054426
1,176.3052766003339,80.49925175687932
1,177.93253078529222,91.0897726953935
1,169.52875581598627,76.08542017797262
1,168.33679595315257,70.03262023486185
1,173.5542579020041,80.73244901689431
1,177.99275601589463,83.43319400473975
1,174.5817898977854,81.28585550806041
1,171.59237020516503,71.92517053412652
1,168.284226638376,75.52466992498535
1,175.72279480866203,78.01042029536235
1,171.72712655176483,79.09019821346939
1,176.00355457559223,85.15978964241154
1,173.20433737956765,91.39332783214566
1,181.88199792918212,92.95325328915675
1,175.760018076242,81.05033439450234
1,170.84538088681722,74.39563230832704
1,187.1603912359995,101.27348784141618
1,176.62452611852882,92.06026405754699
1,173.51136199732946,85.90659881838799
1,172.05696720475584,80.81673864594755
1,182.13263700679425,101.28679207009273
1,161.62595209361822,75.76288511056204
1,174.55184407744372,81.85915041112813
1,170.0513277914747,74.58828094113842
1,159.27575392770365,68.02501915883728
1,183.53635866594223,87.50255362572868
1,180.1079787791757,91.57296673859076
1,171.72900274827228,81.58669764235906
1,179.83595974746328,89.11618817029998
1,176.03411337448668,85.07192779609676
1,168.25696178653445,77.87864368816057
1,171.43017016227572,86.9534071333329
1,167.14787066005033,75.22852703005063
1,181.4670123803187,84.21513416257322
1,173.89959078867784,80.86719855666954
1,162.5293284966492,68.48288981465079
1,180.34482012204785,95.22226167348917
1,173.07489944908338,78.99658678686649
1,173.72431663022735,81.59166498180188
1,172.96439815234191,76.08876129279635
1,173.0770995040391,83.02759358750295
1,174.90462938420796,76.90961745221743
1,168.01808545726598,78.66721926539067
1,168.16332141451562,82.05005485439513
1,171.27758534530702,83.23818387143952
1,176.4566093193674,93.42993222786886
1,179.11028362363936,83.35199570062404
1,181.19947514148774,91.60494350771687
1,180.34493970907866,98.03034601190538
1,168.15396317393342,72.29817572777327
1,184.2599998952873,95.40691953522285
1,171.3975534654244,81.0198546857534
1,165.99004281175817,66.5599982892187
1,179.94391854905604,88.87546249622903
1,177.64372715865045,77.19040588274811
1,164.43913132680018,76.9537217169379
1,176.04334331619975,89.98298840717511
1,174.84969566407588,81.60470113135456
1,157.32080109991458,66.79763008761515
1,174.22707225919999,80.27864043460681
1,165.6551819683161,84.1267050637788
1,163.40746619174064,80.5097687905018
1,174.6222230224191,77.03238513772254
1,184.12372471703657,90.07506967252283
1,170.77418453236794,92.23808709235594
1,170.84955630188296,87.6419905896372
1,165.40100087926066,80.80058605356176
1,168.3075628969345,73.83551679570014
1,171.96226633545336,72.25108691556218
1,166.44796775540533,78.06967498658095
1,177.46718331537843,91.55166782469817
1,173.94396342642182,77.27045386552754
1,183.42346689812754,93.16315233934935
1,173.17601304294362,77.01437329710313
1,182.83226461889106,90.91676055734996
1,167.80544730113522,81.00652083964343
1,169.30665699133897,76.20981977706812
1,171.7025374560371,80.63342862959279
1,173.34469799833073,87.66918402520025
1,164.6138984594212,73.65406059780288
1,171.43023440539514,83.18143567337022
1,173.17905599543812,82.12559637267655
1,176.66559765337107,95.64976103254935
1,168.66171415763515,75.1005466315252
1,169.14407907130675,88.9713676626507
1,182.71715192043442,91.64664207750924
1,173.44908598881977,77.2982467835312
1,177.68684603571606,91.60203590585903
1,182.50186802932285,87.7187890972927
1,167.01896654731118,81.58110196394914
1,170.2609042806163,70.98258259569944
1,194.8429805389624,106.61018569341141
1,184.33064828309134,104.58041417345929
1,177.11116443931243,92.48543793657527
1,184.91002897164842,98.98121178428363
1,184.24995934273218,101.00005056777947
1,183.62864819641894,94.56253136903679
1,170.82344503229407,82.00026197600687
1,192.89892935504406,105.19921052574422
1,168.4432290736113,77.38000928531686
1,180.73637586471077,85.39842640074389
1,180.82819380884717,88.93194113627405
1,183.38168049819708,97.34246895103414
1,190.85768644218604,101.66097648091778
1,163.6052845736916,71.93034599070977
1,164.4254378695166,75.52357363954377
1,161.0730513304047,72.63850212139792
1,172.33560969326425,79.91049751680481
1,167.466733465152,79.14513377834484
1,180.2550381083102,87.95443660320107
1,171.6550980843255,84.81789686935129
1,174.21674691226855,78.74166434436758
1,178.62487374814202,87.70045298140788
1,183.88198022897305,94.545133007667
1,179.88497605489505,93.45491046661911
1,167.39438520300556,78.2787441602793
1,189.98025255544158,105.52155764833972
1,171.90953434701353,80.39471207556763
1,170.5761454325755,79.67193350764032
1,182.30809671109387,96.44549898929293
1,164.24968914021466,75.7358951851574
